"STATISTIC","Statistic Label","TLIST(A1)","Year","C04253V05027","Hazardousness","C04251V05025","Waste Category","C04252V05026","Waste Management Operation","UNIT","VALUE"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","410","Mixed and undifferentiated materials[W102]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","-","All Waste treatment[TRT]","Tonnes","3703"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","3553"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","3553"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","150"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","420","Sorting residues[W103]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","430","Common sludges[W11]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","-","All Waste treatment[TRT]","Tonnes","8513"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","8009"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","6831"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","1178"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","504"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","431","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","450","Mineral waste from construction and demolition[W121]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","460","Other mineral wastes (W122+W123+W125)[W12B]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","470","Combustion wastes[W124]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","480","Soils[W126]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","490","Dredging spoils[W127]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","500","Mineral wastes from waste treatment and stabilised wastes[W128_13]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","-","All Waste treatment[TRT]","Tonnes","30760"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","30760"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","510","Metallic wastes (W061+W062+W063)[W06]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","-","All Waste treatment[TRT]","Tonnes","571804"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","10880"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1107"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","9773"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","560924"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","520","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","530","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","-","All Waste treatment[TRT]","Tonnes","19184431"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","530","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","4957549"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","530","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","4957549"
"GWA02","Waste treated","2006","2006","20","Non-hazardous[NHAZ]","530","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
